,width,x
0,5e-07,0.0
1,7.19768032026e-07,4.00801603206e-07
2,1.00769541671e-06,8.01603206413e-07
3,1.29073511907e-06,1.20240480962e-06
4,1.55271643358e-06,1.60320641283e-06
5,1.79011707673e-06,2.00400801603e-06
6,2.00414317628e-06,2.40480961924e-06
7,2.2003160096e-06,2.80561122244e-06
8,2.38177391422e-06,3.20641282565e-06
9,2.55078237643e-06,3.60721442886e-06
10,2.70941866271e-06,4.00801603206e-06
11,2.85913298898e-06,4.40881763527e-06
12,3.0010440491e-06,4.80961923848e-06
13,3.13606541806e-06,5.21042084168e-06
14,3.26499187248e-06,5.61122244489e-06
15,3.3884644258e-06,6.0120240481e-06
16,3.50702436866e-06,6.4128256513e-06
17,3.62108764066e-06,6.81362725451e-06
18,3.73105759084e-06,7.21442885772e-06
19,3.83727738469e-06,7.61523046092e-06
20,3.9400071234e-06,8.01603206413e-06
21,4.03953173957e-06,8.41683366733e-06
22,4.13604439871e-06,8.81763527054e-06
23,4.22977684862e-06,9.21843687375e-06
24,4.32089113432e-06,9.61923847695e-06
25,4.40956675503e-06,1.00200400802e-05
26,4.49595725818e-06,1.04208416834e-05
27,4.58017638061e-06,1.08216432866e-05
28,4.66236298069e-06,1.12224448898e-05
29,4.74260510028e-06,1.1623246493e-05
30,4.82100842084e-06,1.20240480962e-05
31,4.89768077709e-06,1.24248496994e-05
32,4.97268489755e-06,1.28256513026e-05
33,5.04610807835e-06,1.32264529058e-05
34,5.11803243434e-06,1.3627254509e-05
35,5.18850872465e-06,1.40280561122e-05
36,5.25759767208e-06,1.44288577154e-05
37,5.32536545348e-06,1.48296593186e-05
38,5.3918670671e-06,1.52304609218e-05
39,5.45713874501e-06,1.56312625251e-05
40,5.52123569305e-06,1.60320641283e-05
41,5.58420953758e-06,1.64328657315e-05
42,5.6460982505e-06,1.68336673347e-05
43,5.70693155775e-06,1.72344689379e-05
44,5.76675066363e-06,1.76352705411e-05
45,5.82559436252e-06,1.80360721443e-05
46,5.88349489056e-06,1.84368737475e-05
47,5.94047247415e-06,1.88376753507e-05
48,5.99656067857e-06,1.92384769539e-05
49,6.05179128006e-06,1.96392785571e-05
50,6.10619440052e-06,2.00400801603e-05
51,6.15978820125e-06,2.04408817635e-05
52,6.21259545546e-06,2.08416833667e-05
53,6.26464210002e-06,2.12424849699e-05
54,6.3159518557e-06,2.16432865731e-05
55,6.36654724062e-06,2.20440881764e-05
56,6.41644098466e-06,2.24448897796e-05
57,6.46565030078e-06,2.28456913828e-05
58,6.51419524967e-06,2.3246492986e-05
59,6.56209501947e-06,2.36472945892e-05
60,6.60936797962e-06,2.40480961924e-05
61,6.65602847605e-06,2.44488977956e-05
62,6.70208683444e-06,2.48496993988e-05
63,6.74755959564e-06,2.5250501002e-05
64,6.79246264168e-06,2.56513026052e-05
65,6.83681123316e-06,2.60521042084e-05
66,6.88061983477e-06,2.64529058116e-05
67,6.92389797603e-06,2.68537074148e-05
68,6.96665445438e-06,2.7254509018e-05
69,7.00890174939e-06,2.76553106212e-05
70,7.05065188958e-06,2.80561122244e-05
71,7.0919164756e-06,2.84569138277e-05
72,7.13270670186e-06,2.88577154309e-05
73,7.17303226877e-06,2.92585170341e-05
74,7.21289865701e-06,2.96593186373e-05
75,7.25231612647e-06,3.00601202405e-05
76,7.29129459739e-06,3.04609218437e-05
77,7.32984366638e-06,3.08617234469e-05
78,7.36797262146e-06,3.12625250501e-05
79,7.40569045629e-06,3.16633266533e-05
80,7.44300404994e-06,3.20641282565e-05
81,7.47991911541e-06,3.24649298597e-05
82,7.51644395001e-06,3.28657314629e-05
83,7.55258627361e-06,3.32665330661e-05
84,7.58835337542e-06,3.36673346693e-05
85,7.62375233128e-06,3.40681362725e-05
86,7.65879001261e-06,3.44689378758e-05
87,7.69347277615e-06,3.4869739479e-05
88,7.72780403594e-06,3.52705410822e-05
89,7.76179017267e-06,3.56713426854e-05
90,7.79543739094e-06,3.60721442886e-05
91,7.82875172619e-06,3.64729458918e-05
92,7.86173905126e-06,3.6873747495e-05
93,7.89440508265e-06,3.72745490982e-05
94,7.92675538638e-06,3.76753507014e-05
95,7.95879468613e-06,3.80761523046e-05
96,7.99052661327e-06,3.84769539078e-05
97,8.02195636304e-06,3.8877755511e-05
98,8.05308899967e-06,3.92785571142e-05
99,8.08392946111e-06,3.96793587174e-05
100,8.11448256346e-06,4.00801603206e-05
101,8.14475261897e-06,4.04809619238e-05
102,8.17474388757e-06,4.08817635271e-05
103,8.20446056272e-06,4.12825651303e-05
104,8.23390533241e-06,4.16833667335e-05
105,8.26308213455e-06,4.20841683367e-05
106,8.29199489954e-06,4.24849699399e-05
107,8.32064746722e-06,4.28857715431e-05
108,8.34904358985e-06,4.32865731463e-05
109,8.3771869349e-06,4.36873747495e-05
110,8.40508108779e-06,4.40881763527e-05
111,8.43272955446e-06,4.44889779559e-05
112,8.46013570905e-06,4.48897795591e-05
113,8.4873022023e-06,4.52905811623e-05
114,8.51423232845e-06,4.56913827655e-05
115,8.54092931128e-06,4.60921843687e-05
116,8.56739630627e-06,4.64929859719e-05
117,8.59363640259e-06,4.68937875752e-05
118,8.61965262513e-06,4.72945891784e-05
119,8.64544793633e-06,4.76953907816e-05
120,8.67102523804e-06,4.80961923848e-05
121,8.69638737327e-06,4.8496993988e-05
122,8.72153703717e-06,4.88977955912e-05
123,8.74647691313e-06,4.92985971944e-05
124,8.77120951626e-06,4.96993987976e-05
125,8.79573730414e-06,5.01002004008e-05
126,8.82006268644e-06,5.0501002004e-05
127,8.84418802629e-06,5.09018036072e-05
128,8.86811564157e-06,5.13026052104e-05
129,8.89184780604e-06,5.17034068136e-05
130,8.91538675061e-06,5.21042084168e-05
131,8.93873466437e-06,5.250501002e-05
132,8.96189395476e-06,5.29058116232e-05
133,8.98486685319e-06,5.33066132265e-05
134,9.00765542499e-06,5.37074148297e-05
135,9.03026169802e-06,5.41082164329e-05
136,9.05268766352e-06,5.45090180361e-05
137,9.0749352771e-06,5.49098196393e-05
138,9.09700645959e-06,5.53106212425e-05
139,9.11890309791e-06,5.57114228457e-05
140,9.14062704587e-06,5.61122244489e-05
141,9.16218012502e-06,5.65130260521e-05
142,9.18356426227e-06,5.69138276553e-05
143,9.20478190803e-06,5.73146292585e-05
144,9.22583478187e-06,5.77154308617e-05
145,9.24672457429e-06,5.81162324649e-05
146,9.26745294738e-06,5.85170340681e-05
147,9.28802153548e-06,5.89178356713e-05
148,9.30843194582e-06,5.93186372745e-05
149,9.32868575915e-06,5.97194388778e-05
150,9.34878453035e-06,6.0120240481e-05
151,9.36872978896e-06,6.05210420842e-05
152,9.38852296725e-06,6.09218436874e-05
153,9.40816556014e-06,6.13226452906e-05
154,9.42766002523e-06,6.17234468938e-05
155,9.44700769328e-06,6.2124248497e-05
156,9.46620987405e-06,6.25250501002e-05
157,9.48526785683e-06,6.29258517034e-05
158,9.50418291085e-06,6.33266533066e-05
159,9.52295628567e-06,6.37274549098e-05
160,9.54158921164e-06,6.4128256513e-05
161,9.56008290025e-06,6.45290581162e-05
162,9.57843854457e-06,6.49298597194e-05
163,9.59665731958e-06,6.53306613226e-05
164,9.61474038257e-06,6.57314629259e-05
165,9.63268962578e-06,6.61322645291e-05
166,9.65050694465e-06,6.65330661323e-05
167,9.66819343154e-06,6.69338677355e-05
168,9.68575016278e-06,6.73346693387e-05
169,9.70317819898e-06,6.77354709419e-05
170,9.72047858534e-06,6.81362725451e-05
171,9.73765235195e-06,6.85370741483e-05
172,9.75470051408e-06,6.89378757515e-05
173,9.77162407246e-06,6.93386773547e-05
174,9.78842401357e-06,6.97394789579e-05
175,9.80510130989e-06,7.01402805611e-05
176,9.82165692016e-06,7.05410821643e-05
177,9.83809246273e-06,7.09418837675e-05
178,9.85440999876e-06,7.13426853707e-05
179,9.87061043216e-06,7.17434869739e-05
180,9.88669465441e-06,7.21442885772e-05
181,9.9026635448e-06,7.25450901804e-05
182,9.91851797063e-06,7.29458917836e-05
183,9.9342587874e-06,7.33466933868e-05
184,9.94988683909e-06,7.374749499e-05
185,9.96540295829e-06,7.41482965932e-05
186,9.98080796643e-06,7.45490981964e-05
187,9.99610267401e-06,7.49498997996e-05
188,1.00112878523e-05,7.53507014028e-05
189,1.00263642405e-05,7.5751503006e-05
190,1.0041334031e-05,7.61523046092e-05
191,1.00561985132e-05,7.65531062124e-05
192,1.00709583829e-05,7.69539078156e-05
193,1.00856143272e-05,7.73547094188e-05
194,1.01001670243e-05,7.7755511022e-05
195,1.01146171435e-05,7.81563126253e-05
196,1.01289653457e-05,7.85571142285e-05
197,1.01432122835e-05,7.89579158317e-05
198,1.01573586011e-05,7.93587174349e-05
199,1.01714049346e-05,7.97595190381e-05
200,1.01853519119e-05,8.01603206413e-05
201,1.01992001534e-05,8.05611222445e-05
202,1.02129502713e-05,8.09619238477e-05
203,1.02266041502e-05,8.13627254509e-05
204,1.02401633523e-05,8.17635270541e-05
205,1.0253628453e-05,8.21643286573e-05
206,1.02670000202e-05,8.25651302605e-05
207,1.02802786154e-05,8.29659318637e-05
208,1.0293464793e-05,8.33667334669e-05
209,1.03065591007e-05,8.37675350701e-05
210,1.03195620797e-05,8.41683366733e-05
211,1.03324742646e-05,8.45691382766e-05
212,1.03452961837e-05,8.49699398798e-05
213,1.03580283589e-05,8.5370741483e-05
214,1.03706713059e-05,8.57715430862e-05
215,1.03832255343e-05,8.61723446894e-05
216,1.03956915476e-05,8.65731462926e-05
217,1.0408072159e-05,8.69739478958e-05
218,1.04203679634e-05,8.7374749499e-05
219,1.04325794323e-05,8.77755511022e-05
220,1.04447070319e-05,8.81763527054e-05
221,1.04567512229e-05,8.85771543086e-05
222,1.04687124608e-05,8.89779559118e-05
223,1.04805911959e-05,8.9378757515e-05
224,1.04923878733e-05,8.97795591182e-05
225,1.05041029331e-05,9.01803607214e-05
226,1.05157368101e-05,9.05811623246e-05
227,1.05272899346e-05,9.09819639279e-05
228,1.05387627317e-05,9.13827655311e-05
229,1.05501556219e-05,9.17835671343e-05
230,1.05614690207e-05,9.21843687375e-05
231,1.05727055763e-05,9.25851703407e-05
232,1.05838660306e-05,9.29859719439e-05
233,1.05949507714e-05,9.33867735471e-05
234,1.06059601823e-05,9.37875751503e-05
235,1.06168946428e-05,9.41883767535e-05
236,1.06277545282e-05,9.45891783567e-05
237,1.0638540222e-05,9.49899799599e-05
238,1.06492520793e-05,9.53907815631e-05
239,1.06598904394e-05,9.57915831663e-05
240,1.06704556383e-05,9.61923847695e-05
241,1.06809480081e-05,9.65931863727e-05
242,1.06913678776e-05,9.6993987976e-05
243,1.07017155716e-05,9.73947895792e-05
244,1.07119914118e-05,9.77955911824e-05
245,1.07221965905e-05,9.81963927856e-05
246,1.07323332666e-05,9.85971943888e-05
247,1.07424017391e-05,9.8997995992e-05
248,1.07524023037e-05,9.93987975952e-05
249,1.07623352529e-05,9.97995991984e-05
250,1.07722008764e-05,0.000100200400802
251,1.07819994606e-05,0.000100601202405
252,1.07917312892e-05,0.000101002004008
253,1.08013966426e-05,0.000101402805611
254,1.08109957987e-05,0.000101803607214
255,1.08205290322e-05,0.000102204408818
256,1.0829996615e-05,0.000102605210421
257,1.08393988164e-05,0.000103006012024
258,1.08487359025e-05,0.000103406813627
259,1.08580081371e-05,0.00010380761523
260,1.08672168633e-05,0.000104208416834
261,1.08763640983e-05,0.000104609218437
262,1.08854500859e-05,0.00010501002004
263,1.08944750673e-05,0.000105410821643
264,1.09034392814e-05,0.000105811623246
265,1.09123429647e-05,0.00010621242485
266,1.09211863513e-05,0.000106613226453
267,1.09299696729e-05,0.000107014028056
268,1.09386931589e-05,0.000107414829659
269,1.09473570366e-05,0.000107815631263
270,1.09559615308e-05,0.000108216432866
271,1.09645068641e-05,0.000108617234469
272,1.09729932569e-05,0.000109018036072
273,1.09814209276e-05,0.000109418837675
274,1.0989790092e-05,0.000109819639279
275,1.09981011367e-05,0.000110220440882
276,1.10063570524e-05,0.000110621242485
277,1.10145580377e-05,0.000111022044088
278,1.10227042891e-05,0.000111422845691
279,1.10307960014e-05,0.000111823647295
280,1.10388333674e-05,0.000112224448898
281,1.10468165784e-05,0.000112625250501
282,1.10547458233e-05,0.000113026052104
283,1.10626212896e-05,0.000113426853707
284,1.10704431628e-05,0.000113827655311
285,1.10782116267e-05,0.000114228456914
286,1.10859268634e-05,0.000114629258517
287,1.10935890531e-05,0.00011503006012
288,1.11011983743e-05,0.000115430861723
289,1.11087550038e-05,0.000115831663327
290,1.11162591167e-05,0.00011623246493
291,1.11237120066e-05,0.000116633266533
292,1.11311157645e-05,0.000117034068136
293,1.11384705501e-05,0.000117434869739
294,1.11457765218e-05,0.000117835671343
295,1.11530338365e-05,0.000118236472946
